"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TFMNYKXB","journalArticle","1971","Johnson, M. G.; Brinkhurst, R. O.","Production of Benthic Macroinvertebrates of Bay of Quinte and Lake Ontario","Journal of the Fisheries Research Board of Canada","","0015-296X","10.1139/f71-253","http://www.nrcresearchpress.com/doi/10.1139/f71-253","Production rates (P) by benthic macroinvertebrates, obtained from data on instantaneous growth rate and biomass (B), ranged from 0.26 kcal m               −2               day               −1               at the inner bay station to 0.80 in the outer bay, 0.19 at the bay mouth, 0.16 outside the Bay of Quinte, and 0.04 in the main basin of Lake Ontario. Respiration rates (R) of the common species were fitted to the general model log               e               R = a               1               T + a               2               log               e               W, where T is temperature and W is animal weight. Q               10               's averaged 3.5 and exponents of animal weight averaged 0.74. Growth efficiencies (production as a proportion of assimilation) declined progressively from about 0.65 at the inner bay station to 0.35 at the Lake Ontario station. Annual turnover ratios (P:B ratios) declined from 13 in the inner bay to about 1 in the deep sediments of Lake Ontario. Turnover ratio (TR) was correlated with mean annual bottom temperature (T), [Formula: see text], and production was predicted by [Formula: see text].","1971-11-01","2025-04-14 18:39:15","2025-04-14 18:39:15","2025-04-14 18:39:15","1699-1714","","11","28","","J. Fish. Res. Bd. Can.","","","","","","","","en","http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQMJ9N6A","journalArticle","1995","Mishima, Masaaki; Arima, Kiyoshi; Inoue, Hiroki; Usui, Satoshi; Fujio, Mizue; Tsuno, Yuho","Substituent Effects on Chloride Transfer Equilibrium in the Gas Phase. Intrinsic Resonance Demand of Benzyl Cation","Bulletin of the Chemical Society of Japan","","0009-2673, 1348-0634","10.1246/bcsj.68.3199","https://academic.oup.com/bcsj/article/68/11/3199/7349143","Abstract             Relative chloride ion affinities of 48 carbocations have been measured by the chloride ion transfer equilibrium of benzyl chlorides in the gas phase. The substituent effects on the chloride affinity of benzyl cation have been analyzed in terms of the LArSR Eq., giving a ρ = −14.0 and an r+ = 1.29. The r+ value higher than the corresponding value of unity for the α-cumyl(2-phenyl-2-propyl) cation clearly indicates that the benzyl cation has an enhanced resonance demand in the intrinsic carbocation stability compared with that of the α-cumyl one. Most importantly, the unique r+ value of 1.29 for the gas-phase benzyl cation stability has been found to be identical with the value observed for the kc ionization process of the solvolysis of the activating substituent range of benzyl tosylates. The identity of the r  + value, which is consistent with previous observations for the relevant benzylic carbocation systems, suggests that the intramolecular charge-delocalization in the transition state of the kc solvolysis should be quite close to that of the carbocation intermediates. It is concluded that the exalted r+ value observed for the kc solvolysis of benzyl tosylates is not a correlational artifact arising as a result of the non-linearity caused by the kc–ks mechanistic transition but is due to the enhanced resonance stabilization of the benzyl cation compared with the α-cumyl cation.","1995-11-01","2025-04-14 18:39:16","2025-04-14 18:39:16","2025-04-14 18:39:16","3199-3208","","11","68","","","","","","","","","","en","https://academic.oup.com/pages/standard-publication-reuse-rights","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW4A5IN","journalArticle","2017","Méndez-Rebolledo, Guillermo; Gatica-Rojas, Valeska; Torres-Cueco, Rafael; Albornoz-Verdugo, María; Guzmán-Muñoz, Eduardo","Update on the effects of graded motor imagery and mirror therapy on complex regional pain syndrome type 1: A systematic review","Journal of Back and Musculoskeletal Rehabilitation","","10538127, 18786324","10.3233/BMR-150500","https://journals.sagepub.com/doi/full/10.3233/BMR-150500","","2017-05-05","2025-04-14 18:39:17","2025-04-14 18:39:17","2025-04-14 18:39:17","441-449","","3","30","","BMR","Update on the effects of graded motor imagery and mirror therapy on complex regional pain syndrome type 1","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NJPTT2G","journalArticle","2017","Zhang, Lingli; Wang, Ling; Hiremath, Uma S.; Bisoyi, Hari Krishna; Nair, Geetha G.; Yelamaggad, Channabasaveshwar V.; Urbas, Augustine M.; Bunning, Timothy J.; Li, Quan","Dynamic Orthogonal Switching of a Thermoresponsive Self‐Organized Helical Superstructure","Advanced Materials","","0935-9648, 1521-4095","10.1002/adma.201700676","https://onlinelibrary.wiley.com/doi/10.1002/adma.201700676","Controllable manipulation of self‐organized dynamic superstructures of functional molecular materials by external stimuli is an enabling enterprise. Herein, we have developed a thermally driven, self‐organized helical superstructure, i.e., thermoresponsive cholesteric liquid crystal (CLC), by integrating a judiciously chosen thermoresponsive chiral molecular switch into an achiral liquid crystalline medium. The CLC in lying state, in both planar and twisted nematic cells, exhibits reversible in‐plane orthogonal switching of its helical axis in response to the combined effect of temperature and electric field. Consequently, the direction of the cholesteric grating has been observed to undergo 90° switching in a single cell, enabling non‐mechanical beam steering along two orthogonal directions. The ability to reversibly switch the cholesteric gartings along perpendicular directions by appropriately adjusting temperature and electric field strength could facilitate their applications in 2D beam steering, spectrum scanning, optoelectronics and beyond.","2017-06","2025-04-14 18:39:17","2025-04-14 18:39:17","2025-04-14 18:39:17","1700676","","24","29","","Advanced Materials","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#am","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVGWZNEC","journalArticle","2015","Heinzer, R; Vat, S; Marques-Vidal, P; Marti-Soler, H; Andries, D; Tobback, N; Mooser, V; Preisig, M; Malhotra, A; Waeber, G; Vollenweider, P; Tafti, M; Haba-Rubio, J","Prevalence of sleep-disordered breathing in the general population: the HypnoLaus study","The Lancet Respiratory Medicine","","22132600","10.1016/S2213-2600(15)00043-0","https://linkinghub.elsevier.com/retrieve/pii/S2213260015000430","","2015-04","2025-04-14 18:39:18","2025-04-14 18:39:18","2025-04-14 18:39:18","310-318","","4","3","","The Lancet Respiratory Medicine","Prevalence of sleep-disordered breathing in the general population","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\M5RSVNUQ\Heinzer et al. - 2015 - Prevalence of sleep-disordered breathing in the general population the HypnoLaus study.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLBIC3IH","journalArticle","2003","Davila, Antonio; Foster, George; Gupta, Mahendra","Venture capital financing and the growth of startup firms","Journal of Business Venturing","","08839026","10.1016/S0883-9026(02)00127-1","https://linkinghub.elsevier.com/retrieve/pii/S0883902602001271","","2003-11","2025-04-14 18:39:20","2025-04-14 18:39:20","2025-04-14 18:39:20","689-708","","6","18","","Journal of Business Venturing","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XS24F2K","journalArticle","1929","Rose, R. E.","How small is a molecule?","Journal of Chemical Education","","0021-9584, 1938-1328","10.1021/ed006p1797","https://pubs.acs.org/doi/abs/10.1021/ed006p1797","","1929-10","2025-04-14 18:39:20","2025-04-14 18:39:20","2025-04-14 18:39:20","1797","","10","6","","J. Chem. Educ.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T7UBHRR5","journalArticle","2014","Holmqvist, P.","Short-Time Dynamic Signature of the Liquid–Crystal–Glass Transition in a Suspension of Charged Spherical Colloids","Langmuir","","0743-7463, 1520-5827","10.1021/la5010853","https://pubs.acs.org/doi/10.1021/la5010853","","2014-06-17","2025-04-14 18:39:21","2025-04-14 18:39:21","2025-04-14 18:39:21","6678-6683","","23","30","","Langmuir","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSLHT2PE","journalArticle","2009","Su, Rong; Rounds, James; Armstrong, Patrick Ian","Men and things, women and people: A meta-analysis of sex differences in interests.","Psychological Bulletin","","1939-1455, 0033-2909","10.1037/a0017364","https://doi.apa.org/doi/10.1037/a0017364","","2009-11","2025-04-14 18:39:21","2025-04-14 18:39:21","2025-04-14 18:39:21","859-884","","6","135","","Psychological Bulletin","Men and things, women and people","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SYUPIQ7B","journalArticle","2017","Zhang, Jianjun; Zang, Xiao; Wen, Huijie; Dong, Tiantian; Chai, Jingchao; Li, Yang; Chen, Bingbing; Zhao, Jingwen; Dong, Shanmu; Ma, Jun; Yue, Liping; Liu, Zhihong; Guo, Xiangxin; Cui, Guanglei; Chen, Liquan","High-voltage and free-standing poly(propylene carbonate)/Li<sub>6.75</sub> La<sub>3</sub> Zr<sub>1.75</sub> Ta<sub>0.25</sub> O<sub>12</sub> composite solid electrolyte for wide temperature range and flexible solid lithium ion battery","Journal of Materials Chemistry A","","2050-7488, 2050-7496","10.1039/C6TA10066J","https://xlink.rsc.org/?DOI=C6TA10066J","PPC/LLZTO composite solid electrolyte was developed for a flexible solid lithium battery.           ,                             Solid electrolyte is regarded as a perfect way to enhance safety issues and boost energy density of lithium batteries. Herein, we developed a type of free-standing poly(propylene carbonate)/Li               6.75               La               3               Zr               1.75               Ta               0.25               O               12               composite solid electrolyte for ambient temperature and flexible solid-state lithium batteries. The composite solid electrolyte exhibited excellent comprehensive performance in terms of high ionic conductivity (5.2 × 10               −4               S cm               −1               ) at 20 °C, a wide electrochemical window (4.6 V), high ionic transference number (0.75) and satisfactory mechanical strength (6.8 MPa). When evaluated as solid electrolyte for an ambient-temperature solid lithium battery, such a composite electrolyte delivered excellent rate capability (5C) at 20 °C. This superior performance can be comparable to a liquid electrolyte-soaked PP separator-based lithium battery at room temperature. To our knowledge, this is the best rate capability of a solid composite electrolyte for a solid lithium battery at ambient temperature. Moreover, such a composite electrolyte-based flexible LiFePO               4               /Li               4               Ti               5               O               12               lithium ion battery delivered excellent rate capability and superior cycling stability. All these fascinating features make poly(propylene carbonate)/Li               6.75               La               3               Zr               1.75               Ta               0.25               O               12               a very promising all-solid-state electrolyte for flexible solid lithium batteries. Our study makes a big step into addressing the challenges of ambient-temperature solid lithium batteries.","2017","2025-04-14 18:39:22","2025-04-14 18:39:22","2025-04-14 18:39:22","4940-4948","","10","5","","J. Mater. Chem. A","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
